Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 6, 109389, 0, 264, 8397
0, 7, 109178, 0, 264, 8397
0, 8, 109798, 0, 264, 8397
0, 9, 109375, 0, 264, 8397
0, 10, 109831, 0, 264, 8397
0, 11, 109553, 0, 264, 8397
0, 12, 109953, 0, 264, 8397
0, 13, 109669, 0, 264, 8397
0, 14, 109329, 0, 264, 8397
0, 15, 109466, 0, 264, 8397
0, 16, 109384, 0, 264, 8397
0, 17, 109313, 0, 264, 8397
0, 18, 109836, 0, 264, 8397
0, 19, 109444, 0, 264, 8397
0, 20, 109791, 0, 264, 8397
0, 21, 108982, 0, 264, 8397
0, 22, 109758, 0, 264, 8397
0, 23, 108981, 0, 264, 8397
0, 24, 109841, 0, 264, 8397
0, 25, 109552, 0, 264, 8397
0, 26, 109524, 0, 264, 8397
0, 27, 109838, 0, 264, 8397
0, 28, 109884, 0, 264, 8397
0, 29, 109358, 0, 264, 8397
0, 30, 109125, 0, 264, 8397
0, 31, 109714, 0, 264, 8397
0, 32, 109531, 0, 264, 8397
0, 33, 109772, 0, 264, 8397
0, 34, 109449, 0, 264, 8397
0, 35, 109646, 0, 264, 8397
0, 36, 109467, 0, 264, 8397
0, 37, 109305, 0, 264, 8397
0, 38, 109360, 0, 264, 8397
0, 39, 109134, 0, 264, 8397
0, 40, 109583, 0, 264, 8397
0, 41, 109903, 0, 264, 8397
0, 42, 109660, 0, 264, 8397
0, 43, 110022, 0, 264, 8397
0, 44, 109361, 0, 264, 8397
0, 45, 109861, 0, 264, 8397
0, 46, 108858, 0, 264, 8397
0, 47, 110129, 0, 264, 8397
0, 48, 109798, 0, 264, 8397
0, 49, 109751, 0, 264, 8397
0, 50, 109382, 0, 264, 8397
0, 51, 109446, 0, 264, 8397
0, 52, 109904, 0, 264, 8397
0, 53, 109732, 0, 264, 8397
0, 54, 109617, 0, 264, 8397
0, 55, 109606, 0, 264, 8397
0, 56, 109457, 0, 264, 8397
0, 57, 109745, 0, 264, 8397
0, 58, 109418, 0, 264, 8397
0, 59, 109560, 0, 264, 8397
0, 60, 109235, 0, 264, 8397
0, 0, 0, 109491
5500, 1, 117167, 0, 286, 8375
